MicrobeID	Acetate kinase (acetate producer or consumer)	Bifid shunt	Acetogen pathway	Formate producer	D-lactate producer	L-lactate producer	Ethanol producer or consumer	Succinate producer	Propionate from succinate	Propionate from propane-1,2-diol	Propionate from lactate (acrylate pathway)	Propionate from threonine	Wood-Werkman cycle	Butyrate via butyryl-CoA: acetate CoA transferase	Butyrate via butyrate kinase	Butyrate from lysine via butyrate-acetoacetate CoA-transferase	Butyrate from glutarate or glutamate	Butyrate from 4-hydroxybutyrate or succinate	Hydrogen from ferredoxin oxidoreductase	Hydrogen from formate hydrogen lyase	Methanogenesis	Sulfate reducer	Isobutyrate producer	Isovalerate producer	Acetoin producer	2,3-butanediol producer	Indole producer	Phenylacetate producer	Butanol producer	Valerate producer	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Bifidobacterium_sp_N4G05	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Bifidobacterium_sp_N5G01	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Blautia_argi_KCTC_15426	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_faecicola_KGMB01111	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_schinkii_DSM_10518	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AF13_16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AF14_40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AF17_9LB	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AF19_1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AF19_10LB	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AF22_5LB	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AF26_2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AF32_4BH	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AF34_10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AM23_13AC	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AM29_29	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AM42_2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_AM47_4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_An249	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_BCRC_81119	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_KLE_1732	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_Marseille_P2398	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_Marseille_P3201T	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_OF03_13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_OF03_15BH	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_OF09_25XD	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_OM05_6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_SF_50	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_SG_772	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Blautia_sp_aa_0143	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Krieg NR. Bergey's manual of systematic bacteriology, 2nd ed., volume 4. New York: Springer, 2010.					
Burkholderiales_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
Butyricicoccus_sp_AF10_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Butyricicoccus_sp_AM05_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Butyricicoccus_sp_AM18_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Butyricicoccus_sp_AM27_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Butyricicoccus_sp_AM28_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Butyricicoccus_sp_AM42_5AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Butyricicoccus_sp_GAM44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Butyricicoccus_sp_OF13_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Campylobacter_sp_AAUH_44UCsig_a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Candidatus_Microthrix_parvicella_Bio17_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Candidatus_Saccharibacteria_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
Citrobacter_farmeri_AUSMDU00008141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Citrobacter_sp_CtB7_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridia_bacterium_UC5_1_1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridia_bacterium_UC5_1_1D10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridia_bacterium_UC5_1_2G4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridia_bacterium_UC5_1_2H11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridia_bacterium_UC5_1_2H6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiaceae_bacterium_AF18_31LB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiaceae_bacterium_AF29_16BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiaceae_bacterium_AF31_3BH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiaceae_bacterium_AF42_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiaceae_bacterium_AM27_36LB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiaceae_bacterium_OF09_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiaceae_bacterium_OM02_2AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiaceae_bacterium_OM08_6BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiaceae_bacterium_TF01_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_AM23_16LB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_CCNA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_Choco116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_KLE1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_VE202_01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_VE202_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_VE202_07	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_VE202_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_VE202_14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_VE202_16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_VE202_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridiales_bacterium_VE202_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
Clostridiales_bacterium_VE202_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_carnis_NCTC10913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_gasigenes_DSM_12272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_indicum_PI_S10_A1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_neonatale_LCDC_no_99_A_005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_nigeriense_Marseille_P2414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_saccharobutylicum_DSM_13864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_septicum_DSM_7534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_1_1_41A1FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AF18_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AF27_2AA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AF34_10BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AF34_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AF36_18BH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM22_11AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM25_23AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM27_31LB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM29_11AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM30_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM32_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM33_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM34_11AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM34_9AC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
Clostridium_sp_AM42_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ref1	Ref2	Ref3	Ref4	Ref5	Ref6
