,minimum,maximum
C181CPT2,-1000.0,1000.0
C181CRNt,-761.52,761.52
C204CPT1,-1000.0,504.09472567208707
C204CPT2,-212.25189725307405,58.5189516543345
C204CRNt,-761.52,761.52
C226COAtx,-82.96295819332187,82.96295819332121
C226CPT1,0.0,82.96295819332116
C226CPT2,0.0,82.96295819332023
C226CRNt,-1000.0,1000.0
C3STDH1Pr,0.0,3.9980782679829376
C3STDH1r,0.0,3.998078267982793
C3STKR2r,0.0,3.959337199494586
C4STMO1r,0.0,3.921339721572606
C4STMO2Pr,0.0,3.959337199494586
C4STMO2r,0.0,3.959337199494632
CAATPS,0.0,504.09472567210855
CAROtr,0.0,0.0
CARVEOLte,0.0,0.0
CAT2p,0.0,0.0
CAt7r,-1000.0,1000.0
CATm,0.0,99.6706231976107
CATp,0.0,97.0647576723448
CBL2OR,0.0,0.5
CBL2tm,0.0,1.0
CBPPer,0.0,169.77773522403047
CBPSam,0.0,15.871238906934291
CBPter,0.0,169.77773522402924
CBR2,0.0,1000.0
CDIPTr,-0.854391616277177,252.00505738474268
CDPDAGtm,-252.04736283605843,0.0
CDS,0.0,252.0473628360547
CDSm,0.0,252.0473628360553
CEPTC,0.0,253.27954294964658
CEPTE,0.0,253.64087767995645
CERK,0.0,2.5
CERT1gt,-252.04736283605368,252.95632539501958
CERT1rt,0.0,253.07556539502295
CERT2gt,-504.09472567210213,1000.0
CERT2rt,-1.0,239.7797849547636
CGLYt3_2_,0.0,1000.0
CH25H,0.0,1.0
CHAT,-0.9988584474885845,1.6428571428571428
CHATn,-1.6428571428571428,282.2363703712976
CHLP,0.0,504.0947256721031
CHLPCTD,0.0,253.27954294964354
CHLtm,-168.03157522403492,24.2392824608099
CHOLATEt,-1000.0,1000.0
CHOLATEt2,0.0,1000.0
CHOLATEt3,0.0,504.0947256721084
CHOLD2m,0.0,24.23928246080888
CHOLK,0.0,504.9267205160111
CHOLPtg,-252.04736283605516,0.0
CHOLPtl,-0.23848000000000003,0.0
CHOLt4,-1000.0,1000.0
CHOLtg,0.0,168.03157522403754
CHOLtn,-1.6428571428571428,282.23637037130914
CHOLtr,0.0,168.03157522403336
CHOLtu,-1000.0,1000.0
CHSTEROLSULT,0.0,168.03157522403728
CHSTEROLt1,-1000.0,1000.0
CHSTEROLt2,-1000.0,1000.0
CHSTEROLt3,-1000.0,1000.0
CHSTEROLtg,0.0,504.0947256721222
CHTNASE,0.0,0.0
CHTNASEe,0.0,0.0
CITMCOAHm,0.0,0.0
CITMCOALm,0.0,0.0
CITRtm,-1000.0,1000.0
CITt4_2,-1000.0,1000.0
CITtam,-1000.0,1000.0
CITtbm,0.0,1000.0
CK,0.0,17.527867329759676
CKc,0.0,17.52786732975991
CLFORtex,0.0,1000.0
CLHCO3tex2,0.0,1000.0
CLI2tex,0.0,1000.0
CLOHtex2,0.0,1000.0
CLOXAtex2,0.0,1000.0
CLPNDCOAtx,0.0,82.96295819332136
CLPNDCPT1,0.0,1.116298314176106
CLPNDCPT2,0.0,1.116298314176106
CLPNDCRNt,-761.52,761.52
CLPNDt,-1.1162983141761629,504.0947256721092
CLS_hs,0.0,0.04255484955943558
CMPACNAtg,0.0,168.03157522403512
CMPACNAtn,0.0,252.0473628360525
CMPSAS,0.0,252.04736283605217
CMPSASn,0.0,252.04736283605274
CO2ter,-286.8764915589652,0.0
CO2tg,-14.826315460944441,0.0
CO2tm,-641.7965737731581,1000.0
CO2tp,-1000.0,79.1648349625467
COAtg,-1.1162983141761513,0.0
COAtl,0.0,504.0947256721051
COAtm,-1000.0,1000.0
COAtn,-282.2363703712914,505.7375828149693
COAtp,-1000.0,1000.0
COAtr,-1000.0,1000.0
COKECBESr,0.0,0.0
COQ3m,0.0,1.3239885647019771
COQ5m,0.0,1.3239885647019771
COQ6m,0.0,1.3239885647019771
COQ7m,0.0,1.3239885647019771
CORE2GTg,0.0,11.723133155165229
CORE3GTg,0.0,10.958580992871951
CORE4GTg,0.0,10.958580992871928
CORE5GTg,0.0,0.0
CORE6GTg,0.0,63.041650709012856
CORE7GTg,0.0,0.0
CORE8GTg,0.0,0.0
COt,0.0,1.0
COUCOAFm,0.0,1.3239885647019771
COUMARINte,0.0,0.0
CREATt4_2_r,-1000.0,1000.0
CREATtmdiffir,0.0,17.527867329759943
CRMPte,0.0,1.1162983141761516
CRNCAR3tp,0.0,1000.0
CRNCARtp,0.0,1000.0
CRNt,-761.52,761.52
CRNtHa,0.0,1000.0
CRNtim,-761.52,761.52
CRNtuNa,0.0,761.52
CRNtx,-1000.0,1000.0
CRTNsyn,0.0,17.527867329760234
CRTSLt,-4.650795329499715,0.0
CRTSLtm,-4.68053187252724,0.0
CRTSLtr,-238.48000000000002,4.68053187252723
CRTSTRNt,-4.68053187252723,0.0
CRTSTRNtm,-4.68053187252715,4.621434247873957
CRVNCtr,-1000.0,1000.0
CSAPASEly,0.0,14.826315460944556
CSBPASEly,0.0,11.71819809837723
CSCPASEly,0.0,14.826315460944475
CSDPASEly,0.0,10.50197345150218
CSEPASEly,0.0,9.165358648583725
CSm,0.0,549.3118051322235
CSNAT2m,-1000.0,1000.0
CSNAT2x,-761.52,761.52
CSNAT3x,0.0,1000.0
CSNATer,-761.52,761.52
CSNATm,-543.6155786611025,758.149960284227
CSNATp,-761.52,1000.0
CSNATr,-1000.0,1000.0
CSNt,0.0,0.0
CSPG_At,0.0,14.826315460944425
CSPG_Atly,0.0,14.826315460944334
CSPG_Bt,0.0,11.718198098377362
CSPG_Btly,0.0,11.718198098377963
CSPG_Ct,0.0,14.826315460944228
CSPG_Ctly,0.0,14.826315460944272
CSPG_Dt,0.0,10.501973451502222
CSPG_Dtly,0.0,10.501973451502215
CSPG_Et,0.0,9.165358648583812
CSPG_Etly,0.0,9.165358648583705
CTPtn,0.0,252.04736283605106
CYANt,0.0,0.0
CYANtm,0.0,0.0
CYSALANaEx,0.0,1000.0
CYSASNNaEx,0.0,1000.0
CYSGLNNaEx,0.0,1000.0
CYSGLTH,-1000.0,1000.0
CYSGLUexR,-1000.0,1000.0
CYSGLYexR,-1000.0,1000.0
CYSO,0.0,1.6780898695185655
CYSSERNaEx,0.0,1000.0
CYSt4,0.0,1000.0
CYSTA,0.0,168.49401885397754
CYStec,-1000.0,1000.0
CYSTGLUex,0.0,0.0
CYSTHRNaEx,0.0,1000.0
CYSTSERex,0.0,0.0
CYTD,0.0,996.6770401983401
CYTDK1,0.0,1000.0
CYTDK2m,0.0,238.48000000000002
CYTDn,0.0,761.52
CYTDt,-1000.0,1000.0
CYTDt4,0.0,1000.0
CYTDtl,0.0,504.0947256721078
CYTDtm,0.0,238.48000000000002
CYTDtn,0.0,761.52
CYTK10,-1000.0,1000.0
CYTK10n,-1000.0,1000.0
CYTK11,-1000.0,1000.0
CYTK11n,-1000.0,1000.0
CYTK12,-1000.0,1000.0
CYTK12n,-1000.0,1000.0
CYTK13,-1000.0,1000.0
CYTK13n,-1000.0,1000.0
CYTK14,-1000.0,1000.0
CYTK14n,-1000.0,1000.0
CYTK1m,0.0,239.3343916162772
CYTK1n,-1000.0,1000.0
CYTK2n,-1000.0,1000.0
CYTK3,-1000.0,1000.0
CYTK3n,-1000.0,1000.0
CYTK4,-1000.0,1000.0
CYTK4n,-1000.0,1000.0
CYTK5,-1000.0,1000.0
CYTK5n,-1000.0,1000.0
CYTK6,-1000.0,1000.0
CYTK6n,-1000.0,1000.0
CYTK7,-1000.0,1000.0
CYTK7n,-1000.0,1000.0
CYTK8,-1000.0,1000.0
CYTK8n,-1000.0,1000.0
CYTK9,-1000.0,1000.0
CYTK9n,-1000.0,1000.0
D_3AIBt,0.0,31.700285410414722
D3AIBTm,-1000.0,1000.0
DADA,0.0,12.43283744900371
DADAe,0.0,12.43283744900371
DADNK,0.0,504.2766078022115
DADNt4,-1000.0,0.0
DAG_HSter,0.0,0.0
DAGK_hs,0.0,504.0947256720861
DAGKn_hs,0.0,504.0947256721135
DAGt,-252.04736283605803,72.23916725572064
DALAOXx,0.0,192.81045274117025
DALAt2r,-1000.0,1000.0
DALAxt,0.0,192.81045274117233
DARGOp,0.0,0.0
DASCBH,0.0,0.0
DASCBR,0.0,193.2701993696926
DASPO1p,0.0,0.0
DATPtn,0.021262400483692545,9.63292587801152
DCIm,-106.12594862653687,0.0
DCK1m,-1000.0,571.935782367072
DCK1n,-1000.0,1000.0
DCK2n,-1000.0,1000.0
DCSPTN1COAtx,-504.09472567209394,22.66670233035499
DCSPTN1CPT1,0.0,41.48147909666069
DCSPTN1CPT2,0.0,41.48147909666042
DCSPTN1CRNt,-761.52,761.52
DCSPTN1t,-1.1162983141761416,504.0947256721369
DCT,0.0,1.0
DCTPtn,-992.2977333221869,1000.0
DCYTD,0.0,1000.0
DCYTDn,0.0,761.52
DCYTt,-1000.0,0.0
DDPGAm,0.0,51.60836992605151
DEBRISOQUINEt,0.0,0.0
DECDPtm,0.0,1.3239885647019771
